daynum,depth_calculated,year4,sample_time,wtaer_temp,pH,chlorophylla,opt_do2,opt_dosat_raw
85,18,2012,NA,4.612857239586963,5.7142856802259185,4.5657143252236505,7.201428617749896,59.53571428571429
86,1,2012,NA,7.175170019370359,6.070884383454613,0.9714965962228321,10.314966026617565,91.0115637746798
86,2,2012,NA,7.038571493966237,5.9985713958740225,0.6542857204164779,10.255714280264714,90.2000002179827
86,3,2012,NA,7,6.01000022888184,0.720000028610229,10.2600002288818,90.1999969482422
86,4,2012,NA,6.05000019073486,5.8899998664856,1.12000000476837,9.84000015258789,84.4000015258789
86,9,2012,NA,5.1100001335144,5.80999994277954,NA,9,75.4000015258789
86,10,2012,NA,5.13000011444092,5.9733331998189305,2.75499999523163,9.52000045776367,79.73333231608073
86,11,2012,NA,5.095714296613421,5.95428568976266,3.432857172829766,9.449999809265138,79.0999995640346
86,12,2012,NA,5.001428604125977,5.9385713168552945,4.5557142666408,9.341428484235491,78.0000010899135
86,13,2012,NA,4.887999916076664,5.880000019073486,6.039999961853028,8.812000083923339,73.35999755859376
86,14,2012,NA,4.807999992370604,5.83800001144409,6.207999992370606,8.485999870300294,70.5
86,15,2012,NA,4.7024998664855975,5.81750011444092,6.647500038146974,8.459999799728394,70.10000038146973
86,16,2012,NA,4.672500014305117,5.8050000667572,6.259999990463258,8.267500162124634,68.45000076293945
86,17,2012,NA,4.65000009536743,5.777500152587892,6.145000100135802,7.852499961853027,64.97500038146973
87,1,2012,NA,6.499268303072549,6.109512189539468,1.3829268318850823,10.375203295451843,90.02195069848038
87,2,2012,NA,6.3500000408717545,6.101428508758546,2.77571429525103,10.272857121058886,88.81428745814732
87,3,2012,NA,6.321666638056435,6.12833333015442,2.955000042915345,10.261666933695484,88.64999771118164
87,4,2012,NA,6.297142914363316,6.157142843518937,2.8542856829507013,10.245714187622086,88.44285801478794
87,5,2012,NA,6.263333479563397,6.16333325703939,2.9633333683013934,10.2099997202555,88.06666564941406
87,6,2012,NA,6.195999908447264,6.103999900817872,3.124000024795532,10.08199977874756,86.78000183105468
87,7,2012,NA,6.1599999666214,6.149999976158142,3.24250000715256,10.112500190734874,86.95000076293945
87,8,2012,NA,5.9800000190734846,6.11999988555908,3.5500000715255746,9.904999732971195,84.8000030517578
87,9,2012,NA,5.83000008265177,6.103333314259847,3.9933334986368836,9.846666971842449,84
87,10,2012,NA,5.462499976158142,6.05499994754791,4.9325000047683725,9.639999866485596,81.4749984741211
87,11,2012,NA,5.251666784286502,6.038333495457966,5.581666707992553,9.620000044504799,80.84999974568684
87,12,2012,NA,5.1099999972752155,6.00714295251029,5.9385714530944815,9.511428969247,79.64285714285714
87,13,2012,NA,4.978333155314127,5.983333349227908,6.856666803359984,9.406666596730549,78.4999974568685
87,14,2012,NA,4.90000009536743,5.96000003814697,6.8899998664856,9.21000003814697,76.6999969482422
88,1,2012,NA,6.3581094836714245,6.161791025702634,2.1143939338549216,10.370547313595297,89.6646768370671
88,2,2012,NA,6.33833336830139,6.16833337148031,2.0616666475931815,10.298333485921233,89
88,3,2012,NA,6.324285779680524,6.198571273258757,2.1457142829895015,10.29714298248293,88.97142900739398
88,4,2012,NA,6.306250095367433,6.183749854564667,2.5862499475479126,10.225000143051158,88.29999923706055
88,5,2012,NA,6.311428546905518,6.215714182172501,2.8157142911638515,10.238571303231385,88.41428593226841
88,6,2012,NA,6.284285817827495,6.208571434020994,2.871428557804653,10.189999716622486,87.94285801478794
88,7,2012,NA,6.115714209420341,6.174285616193499,2.98142855507987,9.914285659790039,85.2000002179827
88,8,2012,NA,5.805000066757202,6.115000009536742,3.6924999952316275,9.577499866485592,81.67500114440918
88,9,2012,NA,5.741666714350384,6.05333336194356,4.87500007947286,9.506666660308838,80.93333435058594
88,10,2012,NA,5.687142848968506,6.067142963409426,5.192857129233224,9.53285721370152,81.02857099260603
88,11,2012,NA,5.6700000081743545,6.054285798754009,5.50285714013236,9.502857208251953,80.74285670689174
88,12,2012,NA,5.66499996185303,6.046666781107583,5.571666638056437,9.489999771118164,80.63333257039388
88,13,2012,NA,5.584285736083984,6.024285793304444,6.087142876216343,9.322857175554548,79.05714307512555
88,14,2012,NA,5.451428481510709,5.992856979370114,6.6857143810817155,9.140000070844376,77.1999991280692
88,15,2012,NA,5.300000054495675,5.967142786298479,6.762857164655416,8.959999901907786,75.42857360839842
88,16,2012,NA,5.013333400090535,5.93833335240682,6.793333450953167,8.78333314259847,73.38333129882814
88,17,2012,NA,4.9199999173482265,5.9066667556762695,6.359999974568684,8.483333269755047,70.73333485921223
88,18,2012,NA,4.735999965667726,5.85600004196167,6.035999965667724,7.846000003814696,65.07999877929689
89,0,2012,NA,6.015000104904175,6.024999856948855,3.704999923706055,9.715000152587885,83.3499984741211
89,1,2012,NA,6.597575800759452,6.1496536762683425,1.2896536777029823,10.44683975368351,90.87186137938396
89,2,2012,NA,6.277142865317207,6.157142911638531,0.9171428765569416,10.384285790579657,89.61428506033761
89,3,2012,NA,6.248571463993619,6.171428612300331,1.0414285489491042,10.371428353445872,89.41428702218192
89,4,2012,NA,6.218571254185267,6.187142780848911,1.1000000068119586,10.352857453482471,89.17142704554966
89,5,2012,NA,6.175714356558667,6.191428593226841,1.4928571496691014,10.349999972752142,89.07142748151507
89,6,2012,NA,6.157999897003174,6.1940000534057615,1.910000014305116,10.3400001525879,88.96000061035156
89,7,2012,NA,6.145714146750318,6.199999877384733,2.2557142802647188,10.302857262747644,88.5999995640346
89,8,2012,NA,6.041428565979006,6.177142824445454,3.000000000000002,10.141428674970356,86.98571450369698
89,9,2012,NA,5.981428486960274,6.142857006617959,3.28428568158831,10.00285707201277,85.67142704554968
89,10,2012,NA,5.862857205527169,6.107142857142857,3.982857159205846,9.822857175554544,83.85714394705636
89,11,2012,NA,5.676249921321869,6.049999952316284,5.702500045299528,9.573750019073486,81.3499984741211
89,12,2012,NA,5.577142851693289,6.031428609575543,6.378571442195347,9.427142824445452,79.91428702218191
89,13,2012,NA,5.445714269365585,5.99714272362845,6.469999994550432,9.220000130789622,77.87142835344588
89,14,2012,NA,5.251428536006381,5.9757142066955575,6.2985714503697,9.080000059945242,76.3000008719308
89,15,2012,NA,5.051428658621651,5.935714176722935,6.101428508758544,8.861428669520786,74.1000017438616
89,16,2012,NA,4.996250033378603,5.900000035762786,5.8587499260902405,8.611249923706055,71.90000057220459
89,17,2012,NA,4.964285646166119,5.881428650447303,5.967142922537668,8.45285701751709,70.5
89,18,2012,NA,4.925714288439071,5.862857205527166,5.862857137407574,8.270000049046109,68.94285801478794
90,1,2012,NA,6.230096058203625,6.196394145488739,3.1977386953842704,10.570336589446443,91.09567290086012
90,2,2012,NA,6.22833331425985,6.203333218892417,2.9219999790191657,10.503333409627267,90.48333358764648
90,3,2012,NA,6.207142829895019,6.228571414947512,3.212857144219534,10.498571395874029,90.38571602957589
90,4,2012,NA,6.178749978542328,6.206249773502346,3.7750000059604627,10.46499979496,90.07499790191652
90,5,2012,NA,6.158571379525322,6.23999977111816,3.8014286245618543,10.449999809265114,89.9000015258789
90,6,2012,NA,6.152857031141012,6.241428375244137,4.151428495134628,10.4300000326974,89.72857012067523
90,7,2012,NA,6.131428650447303,6.25,4.397142818995883,10.397142682756714,89.4000015258789
90,8,2012,NA,6.1200000445048,6.241666475931799,4.4449999332428,10.38833363850915,89.28333536783853
90,9,2012,NA,6.117999935150144,6.23999977111816,4.831999969482422,10.37999992370606,89.17999877929688
90,10,2012,NA,6.06333335240682,6.2233331998189305,4.739999930063884,10.260000228881866,88.06666564941406
90,11,2012,NA,5.989999907357351,6.1985714094979425,5.92571428843907,10.132857186453672,86.7999997820173
90,12,2012,NA,5.894999901453655,6.15666667620341,7.345000028610229,9.881666660308836,84.44999821980795
90,13,2012,NA,5.435000061988831,6.060000002384184,6.949999988079069,9.149999916553496,77.28749942779541
90,14,2012,NA,5.238571371350969,6.032857281821114,6.838571344103132,8.952857017517092,75.21428462437221
90,15,2012,NA,5.014285836900984,5.965714182172503,6.82428571156093,8.409999983651296,70.24285670689174
90,16,2012,NA,4.939999977747599,5.919999996821089,6.751666625340778,8.173333168029785,68.13333384195963
90,17,2012,NA,4.862000083923336,5.90000009536743,6.396000003814698,8.007999992370605,66.66000061035156
90,18,2012,NA,4.86500000953674,5.87249994277954,6.40750014781952,7.799999952316282,64.92499923706055
91,0,2012,NA,6.17999982833862,6.21000003814697,2.07999992370605,10.6099996566772,91.4000015258789
91,1,2012,NA,6.1585026450335665,6.187433092351904,2.361783784144633,10.622780738667371,91.38502694196242
91,2,2012,NA,6.096666733423868,6.2133332093556755,2.2583332856496168,10.566666603088382,90.76666768391927
91,3,2012,NA,6.077142919812884,6.221428530556815,2.6485713890620644,10.554286003112814,90.55714198521206
91,4,2012,NA,6.070000103541784,6.235714299338207,3.0974999666213976,10.531428337097172,90.41428702218192
91,5,2012,NA,6.0600000108991345,6.237142903464184,3.1371427944728327,10.512857437133786,90.21428571428571
91,6,2012,NA,6.062857287270683,6.244285583496091,3.488571405410767,10.502857208251942,90.12856946672713
91,7,2012,NA,6.04428584235055,6.199999809265132,3.94714287349156,10.425714220319456,89.42857033865792
91,8,2012,NA,6.03999996185303,6.249999841054277,4.113333225250243,10.4466667175293,89.63333129882814
91,9,2012,NA,6.03999996185303,6.23000001907349,4.319999933242798,10.420000076293924,89.37500190734863
91,10,2012,NA,6.0175000429153425,6.2249999046325675,4.597499966621397,10.384999990463275,89.02499961853027
91,11,2012,NA,5.961428506033761,6.191428525107248,5.157142979758128,10.255714144025514,87.77142878941127
91,12,2012,NA,5.840000073115031,6.146666685740155,6.044999917348228,9.989999930063888,85.25
91,13,2012,NA,5.594285760607039,6.082857200077601,6.338571412222724,9.504285948617124,80.57142857142857
91,14,2012,NA,5.27428572518485,6.004285744258337,6.1671429361615875,9.015714236668178,75.84285627092635
91,15,2012,NA,5.20571415764945,5.947142805371966,6.138571398598804,8.791428565979004,73.82857077462333
91,16,2012,NA,5.0500000317891445,5.868333339691162,5.951666673024497,8.120000044504803,67.89999961853029
91,17,2012,NA,5.03500008583069,5.84999990463257,5.960000038146974,8.05999994277954,67.3499984741211
91,18,2012,NA,4.955999851226808,5.81600008010864,5.642000007629396,7.72200002670288,64.38000030517578
92,1,2012,NA,6.534129382365972,6.1613432613771355,1.9657286405563352,10.688059564846656,92.816915673403
92,2,2012,NA,6.152000045776366,6.21000003814697,1.934000039100646,10.68400020599366,91.9000015258789
92,3,2012,NA,6.117142813546314,6.21999979019165,2.555714232581003,10.661428451538086,91.61428506033761
92,4,2012,NA,6.101249992847441,6.199999928474426,3.02250000834465,10.62249994277955,91.22500038146973
92,5,2012,NA,6.092857224600656,6.23999977111816,2.830000003178913,10.64285714285717,91.4000015258789
92,6,2012,NA,6.096666733423868,6.25,3.193333347638447,10.643333435058617,91.41666793823242
92,7,2012,NA,6.09000015258789,6.25,4.108571461268832,10.617142813546314,91.18571254185268
92,8,2012,NA,6.08400011062622,6.2459999084472635,4.418000030517578,10.55800018310548,90.63999938964844
92,9,2012,NA,5.986000061035154,6.167999839782714,5.0319999694824205,10.32999992370605,88.4999984741211
92,10,2012,NA,6.0316667556762695,6.22499990463257,5.290000041325887,10.47499974568685,89.84999974568684
92,11,2012,NA,5.9885713032313745,6.205714225769043,5.7757143293108255,10.341428620474685,88.6000006539481
92,12,2012,NA,5.881428650447303,6.168571335928782,6.494285719735282,10.128571374075758,86.51428549630302
92,13,2012,NA,5.847142900739397,6.128571442195347,6.787142889840263,9.872857230050224,84.24285561697825
92,14,2012,NA,5.407499909400942,6.017500042915344,6.154999911785127,9.103749871253967,76.86249923706055
92,15,2012,NA,5.270000049046108,5.971428462437221,6.255714280264718,8.912856919424875,74.97142900739397
92,16,2012,NA,5.241999816894528,5.931999874114989,6.013999938964842,8.749999809265137,73.54000091552734
92,17,2012,NA,5.05666677157084,5.8883333206176784,5.733333269755047,8.241666634877525,68.91666793823242
92,18,2012,NA,4.988571235111778,5.848571504865372,5.205714293888638,7.8642857415335525,65.64285714285714
93,1,2012,NA,6.6653072234638575,6.298156461236197,1.3468715105642817,10.810335249874178,94.18715088061114
93,2,2012,NA,6.37166659037272,6.3000000317891445,1.14333333571752,10.751666704813633,92.98333358764648
93,3,2012,NA,6.29428570611136,6.321428571428571,1.2500000000000013,10.739999771118157,92.71428353445872
93,4,2012,NA,6.2742856570652545,6.337142808096746,1.379999995231627,10.727142742701929,92.55714307512555
93,5,2012,NA,6.2628572327750085,6.350000040871757,1.6714285612106314,10.71714292253767,92.44285801478794
93,6,2012,NA,6.257142884390694,6.361428601401191,2.1028571128845215,10.707142693655813,92.31428636823381
93,7,2012,NA,6.17199993133545,6.28800001144409,2.775999975204468,10.61399993896482,91.36000061035156
93,8,2012,NA,6.096000003814698,6.34999990463257,3.250000000000002,10.64999980926516,91.46000061035156
93,9,2012,NA,6.075714315686906,6.3400000163487,4.004285778318133,10.594285828726658,90.94285910470144
93,10,2012,NA,6.05000019073486,6.30999994277954,4.680000146230063,10.503333409627267,90.0999984741211
93,11,2012,NA,6.012857232775008,6.288571562085834,5.038571425846646,10.414285659790057,89.25714111328125
93,12,2012,NA,5.969999994550432,6.26000009264265,5.554285730634417,10.324285643441328,88.38571493966239
93,13,2012,NA,5.934285708836147,6.239999907357351,5.6914285251072485,10.234285627092628,87.51428658621651
93,14,2012,NA,5.814285755157472,6.191428456987653,6.4885714394705625,9.995714187622067,85.21428680419922
93,15,2012,NA,5.496666590372722,6.09333340326945,6.238333384195963,9.18666664759318,77.68333307902019
93,16,2012,NA,5.19249999523163,5.957499980926513,5.580000042915345,8.360000014305113,70.14999961853027
93,17,2012,NA,5.172000026702884,5.926000022888186,5.57200002670288,8.274000167846678,69.41999969482421
93,18,2012,NA,5.09333340326945,5.893333276112877,5.573333263397217,7.853333314259847,65.7000020345052
94,1,2012,NA,7.147198066619283,6.33850241859178,1.142173913365977,10.884927505456314,95.99082143295215
94,2,2012,NA,6.665714263916018,6.338571548461912,1.7628571646554143,10.834285736084,94.4000015258789
94,3,2012,NA,6.65000009536743,6.36999988555908,2.234285695212227,10.828571455819286,94.31428745814732
94,4,2012,NA,6.647142818995886,6.388571330479217,2.689999977747597,10.814285959516257,94.1999991280692
94,5,2012,NA,6.624285697937012,6.40000009536743,2.998333354791005,10.797142982482915,93.98571450369698
94,6,2012,NA,6.54000016621181,6.394285678863527,2.442857129233224,10.782857213701543,93.67142813546317
94,7,2012,NA,6.527142865317207,6.391428470611576,2.971428564616613,10.757143020629858,93.40000043596541
94,8,2012,NA,6.5142857006617945,6.387142794472834,3.288571391786847,10.742857115609315,93.22857230050222
94,9,2012,NA,6.216666698455811,6.365000009536741,4.113333304723107,10.646666844685884,91.71666590372722
94,10,2012,NA,6.098000049591064,6.328000164031984,5.26200008392334,10.5439998626709,90.58000030517579
94,11,2012,NA,6.02333339055379,6.293333371480307,5.598333358764648,10.4083333015442,89.21666590372722
94,12,2012,NA,6.0042858123779315,6.281428745814733,6.522857121058873,10.358571325029628,88.77142987932477
94,13,2012,NA,5.94999987738473,6.254285744258336,6.530000005449568,10.237142835344587,87.61428506033762
94,14,2012,NA,5.758750081062317,6.159999907016755,6.68250000476837,9.656250000000005,82.23750019073486
94,15,2012,NA,5.412857191903254,6.08571434020996,5.959999901907783,8.86714281354632,74.84285736083984
94,16,2012,NA,5.228571414947512,5.984285627092633,5.889999866485594,8.334285872323171,70
94,17,2012,NA,5.114285741533549,5.93142856870379,5.567142827170236,8.108571461268834,67.91428702218191
94,18,2012,NA,5.07000017166138,5.9,5.685999870300292,7.936000061035158,66.3999984741211
95,1,2012,NA,7.558911901681534,6.374715024325514,1.0279792713995426,10.953575060157576,97.58601047337982
95,2,2012,NA,6.931999969482424,6.3860000610351575,1.191999983787538,10.954000091552741,96.08000183105469
95,3,2012,NA,6.8171428952898285,6.407142911638531,1.2228571517126914,10.922857284545886,95.54285757882255
95,4,2012,NA,6.737142835344589,6.415714195796421,1.3757143020629885,10.912856919424872,95.25714329310826
95,5,2012,NA,6.717142718178884,6.418571267809187,1.5585714238030572,10.894285746983144,95.05714307512555
95,6,2012,NA,6.677500069141389,6.371249914169314,2.2287499904632564,10.851249933242812,94.56250095367432
95,7,2012,NA,6.638333320617677,6.413333257039389,2.6599999666213976,10.851666768391933,94.50000127156575
95,8,2012,NA,6.603333314259847,6.41166655222575,3.2066666285196916,10.863333225250267,94.49999872843425
95,9,2012,NA,6.575000047683715,6.41000008583069,3.730000019073485,10.86499977111815,94.45000076293945
95,10,2012,NA,6.525000174840292,6.40166672070821,4.140000025431316,10.834999879201284,94.08333333333333
95,11,2012,NA,6.311999893188476,6.380000019073488,5.076000022888182,10.75400009155274,92.81999969482422
95,12,2012,NA,5.861428601401191,6.269999980926513,6.825714247567311,10.1042856488909,86.2999997820173
95,13,2012,NA,5.78571435383388,6.1842856407165545,7.0300000054495655,9.801428522382462,83.52857208251953
95,14,2012,NA,5.768571444920129,6.150000027247838,6.9757142066955575,9.745714051382883,82.9857155936105
95,15,2012,NA,5.650000015894573,6.103333314259847,6.456666628519695,9.451666673024494,80.24999872843425
95,16,2012,NA,5.553333441416423,6.03333346048991,6.033333301544187,9.02666664123535,76.46666463216147
95,17,2012,NA,5.37333329518636,5.993333339691163,6.014999945958455,8.643333276112875,72.86666615804037
95,18,2012,NA,5.32999992370605,5.944999933242799,6.033333301544189,8.423333326975504,70.93333307902019
96,1,2012,NA,7.613769648586892,6.377486910495459,1.0208376973711384,10.943403049289238,97.62774861919942
96,2,2012,NA,7.1449999809265154,6.3600001335144,1.0074999928474415,10.837500095367425,95.5999984741211
96,3,2012,NA,7.09571429661342,6.389999934605193,1.1014285768781387,10.851428440638928,95.57142748151507
96,4,2012,NA,7.038750112056732,6.360000073909758,1.3987499624490738,10.783750057220463,94.83750057220459
96,5,2012,NA,6.954285689762662,6.408571311405727,1.7442857367651814,10.8057143347604,94.84285736083984
96,6,2012,NA,6.968571322304862,6.401428631373813,2.1985714094979416,10.780000005449573,94.64285496303015
96,7,2012,NA,6.907500028610232,6.4099999666214,2.8025000095367423,10.847500324249275,95.10000038146973
96,8,2012,NA,6.849999984105427,6.42000007629395,3.483333349227905,10.890000025431334,95.31666819254556
96,9,2012,NA,6.530000050862628,6.350000063578292,4.530000050862628,10.738333384195961,93.25
96,10,2012,NA,6.329999923706055,6.34500014781952,5.209999918937683,10.44000005722045,90.17500114440918
96,11,2012,NA,6.358333349227905,6.31833346684774,5.385999965667726,10.57499996821085,91.43333180745444
96,12,2012,NA,6.234285831451415,6.315714359283448,6.32142857142857,10.512857164655415,90.5999995640346
96,13,2012,NA,5.808571543012347,6.1871427808489114,6.8571428571428585,9.605714253016883,81.9000015258789
96,14,2012,NA,5.6987499594688416,6.096249997615814,6.888749957084655,9.317499995231632,79.21249866485596
96,15,2012,NA,5.635714258466451,6.071428639548166,6.581428664071217,9.165714263916014,77.7999997820173
96,16,2012,NA,5.613333225250243,6.03666671117147,6.28000005086263,9.070000012715656,76.93333180745444
96,17,2012,NA,5.577999973297116,6.01000022888184,6.1140000343322765,8.989999961853028,76.2000015258789
96,18,2012,NA,5.493999862670896,5.983999919891358,6.690000057220458,8.692000007629396,73.5000015258789
97,1,2012,NA,8.296160384069514,6.3790717165178386,0.828438819460728,10.96388180648224,99.46413453822395
97,2,2012,NA,7.268750071525575,6.357500076293947,1.1387500017881396,10.987499833107,97.1875
97,3,2012,NA,7.155714239392965,6.409999983651297,1.25,10.944285665239601,96.52857208251953
97,4,2012,NA,7.155714239392963,6.4214285441807375,1.3414285523550844,10.928571564810614,96.4000015258789
97,5,2012,NA,7.124285766056605,6.4214285441807375,1.4757142918450514,10.892857415335543,96.0000010899135
97,6,2012,NA,7.055714334760395,6.415714195796423,2.1450000007947283,10.842857224600657,95.4000004359654
97,7,2012,NA,6.911249876022341,6.360000073909759,2.639999985694884,10.813750028610224,94.80000019073486
97,8,2012,NA,6.949999945504325,6.3942856107439345,3.06142851284572,10.800000190734872,94.78571537562779
97,9,2012,NA,6.909999915531705,6.38857139859881,3.4057142734527615,10.824285779680558,94.85714394705636
97,10,2012,NA,6.621428625924248,6.372857093811034,5.402857099260603,10.7999999182565,94
97,11,2012,NA,6.194999933242799,6.291250109672546,7.0387499928474435,10.507499933242805,90.47499942779541
97,12,2012,NA,6.138571398598809,6.291428702218193,7.581428527832031,10.441428729466043,89.78571428571428
97,13,2012,NA,6.077142851693287,6.254285744258335,7.705714225769043,10.28999996185303,88.34285627092635
97,14,2012,NA,5.9371427808489114,6.199999945504325,7.752857140132359,9.841428620474675,84.17142922537667
